expeditionCode,materialSampleID,photographer,OriginalUrl
BALI_2012,BALI_5787,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5232.jpg
BALI_2012,BALI_5787,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5370.jpg
BALI_2012,BALI_5788,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6868.jpg
BALI_2012,BALI_5789,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6785.jpg
BALI_2012,BALI_5790,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6820.jpg
BALI_2012,BALI_5790,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6850.jpg
BALI_2012,BALI_5791,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6787.jpg
BALI_2012,BALI_5792,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5111.jpg
BALI_2012,BALI_5792,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5162.jpg
BALI_2012,BALI_5792,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5214.jpg
BALI_2012,BALI_3637,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+1044.jpg
BALI_2012,BALI_3637,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+1045.jpg
BALI_2012,BALI_3637,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+1046.jpg
BALI_2012,BALI_3637,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+1047.jpg
BALI_2012,BALI_3637,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+1048.jpg
BALI_2012,BALI_5793,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6791.jpg
BALI_2012,BALI_5793,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6811.jpg
BALI_2012,BALI_5794,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5123.jpg
BALI_2012,BALI_5794,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5185.jpg
BALI_2012,BALI_5795,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6815.jpg
BALI_2012,BALI_5795,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6846.jpg
BALI_2012,BALI_5795,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6866.jpg
BALI_2012,BALI_5796,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6806.jpg
BALI_2012,BALI_5796,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6822.jpg
BALI_2012,BALI_5797,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6789.jpg
BALI_2012,BALI_5798,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6879.jpg
BALI_2012,BALI_5799,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6832.jpg
BALI_2012,BALI_5799,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6842.jpg
BALI_2012,BALI_5800,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5121.jpg
BALI_2012,BALI_5800,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5155.jpg
BALI_2012,BALI_5800,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5183.jpg
BALI_2012,BALI_5800,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5274.jpg
BALI_2012,BALI_5800,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5386.jpg
BALI_2012,BALI_4124,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+1677.jpg
BALI_2012,BALI_4124,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+1678.jpg
BALI_2012,BALI_4124,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+1679.jpg
BALI_2012,BALI_3645,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+1049.jpg
BALI_2012,BALI_3645,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+1050.jpg
BALI_2012,BALI_5901,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5151.jpg
BALI_2012,BALI_5901,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5263.jpg
BALI_2012,BALI_5901,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5375.jpg
BALI_2012,BALI_5902,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5127.jpg
BALI_2012,BALI_5902,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5195.jpg
BALI_2012,BALI_5903,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5176.jpg
BALI_2012,BALI_5903,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5334.jpg
BALI_2012,BALI_5903,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5841.jpg
BALI_2012,BALI_5904,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5187.jpg
BALI_2012,BALI_5904,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5258.jpg
BALI_2012,BALI_5904,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5346.jpg
BALI_2012,BALI_5904,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5810.jpg
BALI_2012,BALI_5908,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5277.jpg
BALI_2012,BALI_5908,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5822.jpg
BALI_2012,BALI_5908,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5873.jpg
BALI_2012,BALI_5909,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5200.jpg
BALI_2012,BALI_5909,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5265.jpg
BALI_2012,BALI_5909,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5269.jpg
BALI_2012,BALI_5909,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5382.jpg
BALI_2012,BALI_5909,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5867.jpg
BALI_2012,BALI_5910,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5377.jpg
BALI_2012,BALI_5910,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5858.jpg
BALI_2012,BALI_5911,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5208.jpg
BALI_2012,BALI_5911,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5824.jpg
BALI_2012,BALI_5912,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5224.jpg
BALI_2012,BALI_5912,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5310.jpg
BALI_2012,BALI_5912,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5792.jpg
BALI_2012,BALI_5912,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5889.jpg
BALI_2012,BALI_5913,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5397.jpg
BALI_2012,BALI_5913,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5832.jpg
BALI_2012,BALI_5914,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5326.jpg
BALI_2012,BALI_5915,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5246.jpg
BALI_2012,BALI_5915,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5807.jpg
BALI_2012,BALI_5916,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5205.jpg
BALI_2012,BALI_5916,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5291.jpg
BALI_2012,BALI_5916,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5385.jpg
BALI_2012,BALI_5916,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5828.jpg
BALI_2012,BALI_5916,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5875.jpg
BALI_2012,BALI_5918,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5178.jpg
BALI_2012,BALI_5918,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5239.jpg
BALI_2012,BALI_5918,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5342.jpg
BALI_2012,BALI_5918,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5803.jpg
BALI_2012,BALI_3649,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+1051.jpg
BALI_2012,BALI_3649,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+1052.jpg
BALI_2012,BALI_3649,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+1053.jpg
BALI_2012,BALI_5919,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5196.jpg
BALI_2012,BALI_5919,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5379.jpg
BALI_2012,BALI_5919,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5864.jpg
BALI_2012,BALI_5920,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5221.jpg
BALI_2012,BALI_5920,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5400.jpg
BALI_2012,BALI_5920,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5846.jpg
BALI_2012,BALI_5920,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5883.jpg
BALI_2012,BALI_5921,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5180.jpg
BALI_2012,BALI_5921,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5361.jpg
BALI_2012,BALI_5921,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5814.jpg
BALI_2012,BALI_5922,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5283.jpg
BALI_2012,BALI_5922,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5388.jpg
BALI_2012,BALI_5922,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5869.jpg
BALI_2012,BALI_5923,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5190.jpg
BALI_2012,BALI_5923,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5262.jpg
BALI_2012,BALI_5923,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5364.jpg
BALI_2012,BALI_5923,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5816.jpg
BALI_2012,BALI_5924,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5210.jpg
BALI_2012,BALI_5924,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5879.jpg
